Video_Title,Video_PublishDate,Video_Views,Video_Likes,Video_Comments
Wonderstruck Taylor Swift Chapter 2,2012-04-24T14:50:46Z,838369,14388,1232
My new favorite thing ... thank you!,2012-04-02T03:49:00Z,1112265,32349,3627
Meredith learns about ACM voting...,2012-03-19T16:14:35Z,1851254,48297,4138
"""Ours"" Behind-the-Scenes - The Office",2011-12-19T02:51:06Z,271927,5463,523
"""Ours"" Behind-the-Scenes - That's a Wrap",2011-12-16T22:35:51Z,162139,2714,165
"""Ours"" Behind-the-Scenes - Working with Taylor",2011-12-16T22:21:12Z,147801,3836,132
"""Ours"" Behind-the-Scenes - Message of Ours",2011-12-16T22:10:23Z,257115,5682,275
"""Ours"" Behind-the-Scenes - The Inspiration",2011-12-16T22:08:33Z,111347,2295,98
"""Ours"" Behind-the-Scenes - Director Casting",2011-12-13T21:05:40Z,95300,2252,302
"""Ours"" Behind-the-Scenes - Home Movies",2011-12-13T20:50:44Z,129567,2723,262
"""Ours"" Behind-the-Scenes - Taylor's Look",2011-12-09T23:00:19Z,192274,2772,343
"""Ours"" Behind-the-Scenes - Locations",2011-12-09T22:47:48Z,90025,1975,120
"""Ours"" Behind-the-Scenes - Zach",2011-12-09T18:38:29Z,176679,2897,237
"""Ours"" Behind-the-Scenes - ""The Story of the Video""",2011-12-08T21:06:20Z,126136,2198,110
"""Ours"" Behind-the-Scenes - The Director",2011-12-07T23:04:15Z,156754,2626,199
"""Ours"" Behind-the-Scenes - We're Making a Video",2011-12-07T22:23:13Z,144129,2788,256
Speak Now World Tour Live CD/DVD - Available Now!,2011-11-22T17:54:03Z,236021,4988,760
"Taylor Talks Hugging Fans - 60 Minutes, Sunday Nov 21 @ 7/6c CBS",2011-11-19T00:11:40Z,189611,3037,369
Meow.,2011-11-18T19:25:24Z,4660593,282728,12074
Taylor Swift on 60 Minutes - Nov 20 @ 7/6c CBS,2011-11-17T23:12:02Z,290114,4793,539
Taylor Swift WONDERSTRUCK In-Store Appearances,2011-11-17T17:38:19Z,257111,4511,516
Wonderstruck Taylor Swift Chapter 1,2011-09-29T00:24:46Z,1547732,17159,1885
Taylor Swift WONDERSTRUCK Teaser,2011-09-21T22:10:38Z,1138661,17533,1868
Speak Now World Tour Live CD+DVD,2011-09-21T14:27:30Z,261892,4771,685
Taylor Swift's Wonderstruck Fragrance,2011-09-16T15:11:21Z,353201,6802,1053
YouTube Presents Taylor Swift,2011-09-02T01:04:34Z,2395371,25961,3855
YouTube Presents Taylor Swift Q&A,2011-08-25T16:57:04Z,310489,4377,2729
Thank you.,2011-04-04T05:00:50Z,2727491,154746,5645
Asia! (my February video blog),2011-02-23T06:28:38Z,1741606,50180,6497
"Taylor Swift Speak Now Fan Video : Stockhold, Sweden",2011-02-14T05:32:11Z,198368,1892,220
"Taylor Swift Speak Now Fan Video : Ajalvir (Madrid), Spain",2011-02-14T05:19:09Z,79139,1502,133
"Taylor Swift Speak Now Fan Video : San Diego, CA",2011-02-14T05:05:59Z,110262,1323,133
"Taylor Swift Speak Now Fan Video : Omaha, NE",2011-02-14T04:59:38Z,42457,1064,95
"Taylor Swift Speak Now Fan Video : Hampton, NJ",2011-02-14T04:39:17Z,110488,1274,42
"Taylor Swift Speak Now Fan Video : Nashville, TN",2011-02-14T04:33:28Z,384693,3109,121
"Taylor Swift Speak Now Fan Video : Minneapolis, MN",2011-02-14T04:08:07Z,35362,931,95
"Taylor Swift Speak Now Fan Video : Chicago, IL",2011-02-14T03:50:44Z,60029,1564,143
"Taylor Swift Speak Now Fan Video : Oranga, NSW, Australia",2011-02-14T03:04:11Z,67193,1039,71
Taylor Swift Speak Now Fan Videos : Shot on a Bloggie,2011-02-14T03:00:29Z,44753,1168,79
Taylor Swift CoverGirl NatureLuxe,2011-01-06T17:52:21Z,875315,7794,1249
Speak Now Deluxe Edition - Only at Target,2010-10-25T20:02:56Z,632876,9864,976
Taylor Swift's 'Journey to Fearless' on The Hub,2010-10-19T23:10:37Z,367791,3512,492
A Hug From Taylor Swift - The Final Challenge,2010-06-02T18:44:29Z,513304,11353,1352
Demonstrating my fine athletic skills. And more.,2010-04-26T19:58:31Z,4837209,112528,8661
